CURRENT_ENERGY_EFFICIENCY,POTENTIAL_ENERGY_EFFICIENCY,PROPERTY_TYPE,BUILT_FORM,ENVIRONMENT_IMPACT_CURRENT,ENVIRONMENT_IMPACT_POTENTIAL,ENERGY_CONSUMPTION_CURRENT,ENERGY_CONSUMPTION_POTENTIAL,CO2_EMISSIONS_CURRENT,CO2_EMISS_CURR_PER_FLOOR_AREA,CO2_EMISSIONS_POTENTIAL,LIGHTING_COST_CURRENT,LIGHTING_COST_POTENTIAL,HEATING_COST_CURRENT,HEATING_COST_POTENTIAL,HOT_WATER_COST_CURRENT,HOT_WATER_COST_POTENTIAL,TOTAL_FLOOR_AREA,ENERGY_TARIFF,MAINS_GAS_FLAG,FLOOR_LEVEL,FLAT_TOP_STOREY,FLAT_STOREY_COUNT,MAIN_HEATING_CONTROLS,MULTI_GLAZE_PROPORTION,GLAZED_TYPE,GLAZED_AREA,EXTENSION_COUNT,NUMBER_HABITABLE_ROOMS,NUMBER_HEATED_ROOMS,LOW_ENERGY_LIGHTING,NUMBER_OPEN_FIREPLACES,HOTWATER_DESCRIPTION,HOT_WATER_ENERGY_EFF,HOT_WATER_ENV_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,FLOOR_ENV_EFF,WINDOWS_DESCRIPTION,WINDOWS_ENERGY_EFF,WINDOWS_ENV_EFF,WALLS_DESCRIPTION,WALLS_ENERGY_EFF,WALLS_ENV_EFF,SECONDHEAT_DESCRIPTION,SHEATING_ENERGY_EFF,SHEATING_ENV_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,ROOF_ENV_EFF,MAINHEAT_DESCRIPTION,MAINHEAT_ENERGY_EFF,MAINHEAT_ENV_EFF,MAINHEATCONT_DESCRIPTION,MAINHEATC_ENERGY_EFF,MAINHEATC_ENV_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,LIGHTING_ENV_EFF,MAIN_FUEL,WIND_TURBINE_COUNT,HEAT_LOSS_CORRIDOOR,UNHEATED_CORRIDOR_LENGTH,FLOOR_HEIGHT,PHOTO_SUPPLY,SOLAR_WATER_HEATING_FLAG,MECHANICAL_VENTILATION,CONSTRUCTION_AGE_BAND,FIXED_LIGHTING_OUTLETS_COUNT,LOW_ENERGY_FIXED_LIGHT_COUNT
47,86,House,Mid-Terrace,39,85,419,94,6.5,74,1.5,57,57,1060,461,290,77,88,Single,Y,NODATA!,,,2102,100,"double glazing, unknown install date",Normal,1,5,5,100,0,"From main system, no cylinder thermostat",Poor,Poor,"Suspended, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, 300 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.8,,N,natural,England and Wales: 1930-1949,,
48,64,Flat,Detached,46,52,559,494,3.6,84.3,3.2,36,22,358,303,203,98,43.3,dual,N,1st,Y,2,2401,100,double glazing installed during or after 2002,Normal,0,3,3,40,0,"Electric immersion, off-peak",Very Poor,Poor,(other premises below),N/A,N/A,Fully double glazed,Good,Good,"System built, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, electric",N/A,N/A,"Pitched, 250mm loft insulation",Good,Good,Electric storage heaters,Poor,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in 40% of fixed outlets,Average,Average,electricity - this is for backwards compatibility only and should not be used,0,no corridor,,2.4,0,N,natural,England and Wales: 1967-1975,,
73,75,House,Mid-Terrace,70,72,200,191,3,33,2.9,81,40,336,343,105,105,99.87,Single,N,NO DATA!,,,2106,100,"double glazing, unknown install date",Normal,0,5,5,0,0,From main system,Very Good,Very Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,None,N/A,N/A,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Average,Average,No low energy lighting,Very Poor,Very Poor,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.4,0,N,natural,England and Wales: 1967-1975,,
50,67,Bungalow,Semi-Detached,48,63,451,310,3.6,79,2.5,38,38,748,748,86,55,45,Single,Y,NODATA!,,,2106,100,double glazing installed before 2002,Normal,0,2,2,83,0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 83% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.3,,N,natural,England and Wales: 1950-1966,,
66,70,House,Mid-Terrace,61,65,258,228,4.1,43,3.6,86,48,585,550,113,100,79.81,Single,Y,NO DATA!,,,2106,100,double glazing installed during or after 2002,Normal,1,5,5,20,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 20% of fixed outlets,Poor,Poor,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.64,0,N,natural,England and Wales: 1930-1949,,
54,75,House,Semi-Detached,48,72,378,200,5,63,2.6,68,42,666,404,218,116,78.4,Single,Y,NO DATA!,,,2104,100,double glazing installed before 2002,Normal,0,5,5,36,0,"From main system, no cylinder thermostat",Poor,Average,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, as built, partial insulation (assumed)",Average,Average,"Room heaters, mains gas",N/A,N/A,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Average,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 36% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.34,0,N,natural,England and Wales: 1976-1982,,
73,73,House,End-Terrace,73,73,168,168,2.4,32,2.4,39,39,407,407,81,81,73.8,Single,Y,NODATA!,,,2106,100,double glazing installed before 2002,Normal,0,5,5,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,None,N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.46,0,,natural,England and Wales: 1930-1949,8,8
72,72,Flat,Mid-Terrace,61,61,253,253,5.3,38,5.3,81,81,404,404,174,174,140.24,dual,N,1st,N,10,2602,100,double glazing installed during or after 2002,Normal,0,7,7,100,0,"Electric immersion, off-peak",Average,Poor,(other premises below),N/A,N/A,Fully double glazed,Good,Good,"System built, with internal insulation",Very Good,Very Good,None,N/A,N/A,(another dwelling above),N/A,N/A,"Room heaters, electric",Average,Poor,Appliance thermostats,Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,electricity - this is for backwards compatibility only and should not be used,0,unheated corridor,7.84,2.37,0,N,natural,England and Wales: 2007 onwards,,
69,76,Flat,End-Terrace,57,66,394,313,3.1,59,2.4,44,26,231,175,107,107,51.71,dual,N,1st,Y,2,2401,100,double glazing installed before 2002,Normal,0,4,4,33,0,"Electric immersion, off-peak",Very Poor,Poor,(other premises below),N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, as built, partial insulation (assumed)",Average,Average,None,N/A,N/A,"Pitched, 300+ mm loft insulation",Very Good,Very Good,Electric storage heaters,Poor,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in 33% of fixed outlets,Average,Average,electricity - this is for backwards compatibility only and should not be used,0,no corridor,,2.34,0,N,natural,England and Wales: 1976-1982,,
47,67,Bungalow,Mid-Terrace,52,71,414,252,3.3,70,2,40,40,806,733,116,82,47,dual,N,NODATA!,,,2206,100,double glazing installed before 2002,Normal,0,2,2,83,0,Community scheme,Good,Very Good,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, limited insulation (assumed)",Very Poor,Very Poor,"Air source heat pump, radiators, electric",Average,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 83% of fixed outlets,Very Good,Very Good,electricity (not community),0,NO DATA!,,2.4,,N,natural,England and Wales: 1967-1975,,
53,70,House,Semi-Detached,45,61,372,248,5.5,66,3.7,55,55,1065,921,108,73,84,Single,Y,NODATA!,,,2106,100,"double glazing, unknown install date",Normal,1,5,5,100,0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.575,,N,natural,England and Wales: 1930-1949,,
64,75,House,Semi-Detached,58,69,264,190,4.1,47,3,69,69,751,751,116,78,88,Single,Y,NODATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,5,5,80,0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Good,Good,"System built, with external insulation",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 80% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.4,,N,natural,England and Wales: 1930-1949,,
42,76,House,End-Terrace,34,69,428,170,9.7,76,3.9,125,74,1817,922,112,78,128,Single,Y,NODATA!,,,2103,100,"double glazing, unknown install date",Normal,1,6,6,30,0,Gas multipoint,Average,Average,"Suspended, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,Room thermostat only,Poor,Poor,Low energy lighting in 30% of fixed outlets,Average,Average,mains gas (not community),0,NO DATA!,,2.69,,N,natural,England and Wales: 1900-1929,,
70,73,House,Mid-Terrace,66,69,237,215,3.1,39,2.9,62,35,393,371,77,77,79.2,Single,Y,NO DATA!,,,2106,100,double glazing installed before 2002,Normal,0,4,4,25,1,From main system,Very Good,Very Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Very Good,Very Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 25% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.38,0,N,natural,England and Wales: 1930-1949,,
55,68,House,Semi-Detached,50,65,272,186,6.4,52,4.4,98,56,988,699,120,107,97.667,Single,Y,NODATA!,,,2104,100,double glazing installed during or after 2002,Normal,1,6,6,26,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 26% of fixed outlets,Average,Average,mains gas (not community),0,NO DATA!,,2.6,0,,natural,England and Wales: 1950-1966,19,5
52,80,House,Mid-Terrace,42,73,313,132,13,55,5.3,191,95,2361,1168,118,119,227,Single,Y,NODATA!,,,2102,100,"double glazing, unknown install date",Normal,1,7,7,0,0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,None,N/A,N/A,"Flat, limited insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, no room thermostat",Very Poor,Very Poor,No low energy lighting,Very Poor,Very Poor,mains gas (not community),0,NO DATA!,,2.8,,N,natural,England and Wales: 1930-1949,,
64,79,House,Mid-Terrace,57,76,329,184,3.5,55.1,2,32,32,452,301,186,99,63.7,Single,Y,NO DATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,4,4,100,0,"From main system, no cylinderstat",Poor,Average,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, 300+mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Average,Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.5,0,N,natural,England and Wales: 1930-1949,,
59,69,Bungalow,Mid-Terrace,55,57,451,431,2.9,68,2.8,27,27,324,274,194,109,43.2,dual,N,NO DATA!,,,2401,100,double glazing installed before 2002,Normal,0,3,3,100,0,"Electric immersion, off-peak",Very Poor,Poor,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,Electric storage heaters,Poor,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in all fixed outlets,Very Good,Very Good,electricity - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.362,0,N,natural,England and Wales: 1967-1975,,
75,88,Bungalow,End-Terrace,77,90,164,69,1.9,29,0.8,56,56,369,369,100,66,68,Single,Y,NODATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,4,4,88,0,From main system,Good,Good,"Suspended, insulated (assumed)",NO DATA!,N/A,Fully double glazed,Good,Good,"Timber frame, as built, insulated (assumed)",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, 300 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 88% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.4,,N,natural,England and Wales: 2007 onwards,,
69,76,Flat,End-Terrace,65,73,308,237,2.4,52,1.9,32,24,333,281,109,82,47.29,Single,Y,Ground,N,2,2106,100,double glazing installed during or after 2002,Normal,0,2,2,67,0,From main system,Good,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,None,N/A,N/A,(another dwelling above),N/A,N/A,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Average,Average,Low energy lighting in 67% of fixed outlets,Good,Good,mains gas - this is for backwards compatibility only and should not be used,0,no corridor,,2.39,0,N,natural,England and Wales: 1983-1990,,
64,84,Bungalow,Detached,59,81,272,123,3.9,48,1.8,53,53,732,535,110,74,81,Single,Y,NODATA!,,,2101,100,"double glazing, unknown install date",Normal,0,5,5,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,None,N/A,N/A,"Pitched, 300 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,No time or thermostatic control of room temperature,Very Poor,Very Poor,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.51,,N,natural,England and Wales: 1967-1975,,
67,80,House,Semi-Detached,66,78,231,143,3,41,1.9,50,50,591,591,110,73,74,Single,Y,NODATA!,,,2106,100,double glazing installed before 2002,Normal,0,4,4,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.4,,N,natural,England and Wales: 1950-1966,,
71,78,House,Mid-Terrace,68,75,239,184,2.7,39.8,2.1,67,34,397,335,97,84,67.48,Single,Y,NO DATA!,,,2107,100,double glazing installed during or after 2002,Normal,0,5,5,0,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,None,N/A,N/A,"Pitched, 50mm loft insulation",Poor,Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Poor,Poor,No low energy lighting,Very Poor,Very Poor,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.3,0,N,natural,England and Wales: 1967-1975,,
52,58,House,Mid-Terrace,46,50,356,322,6.3,59.6,5.7,78,47,781,720,91,91,105.42,Single,Y,NO DATA!,,,2102,0,INVALID!,Normal,1,5,5,34,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Single glazed,Very Poor,Very Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,None,N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in 34% of fixed outlets,Average,Average,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.9,0,N,natural,England and Wales: 1900-1929,,
58,74,House,Mid-Terrace,51,70,377,229,4.1,63.1,2.5,49,32,499,386,222,96,65.06,Single,Y,NO DATA!,,,2106,100,double glazing installed during or after 2002,Normal,1,4,4,50,0,"From main system, no cylinder thermostat",Poor,Average,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, as built, no insulation (assumed)",Poor,Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, 150mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Average,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 50% of fixed outlets,Good,Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.7,0,N,natural,England and Wales: 1900-1929,,
81,83,Flat,End-Terrace,80,81,148,138,1.8,24,1.7,78,42,237,242,116,116,73.6,Single,Y,Ground,N,4,2106,100,double glazing installed during or after 2002,Normal,0,3,3,13,0,From main system,Good,Good,"Solid, insulated (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,None,N/A,N/A,(another dwelling above),N/A,N/A,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 13% of fixed outlets,Poor,Poor,mains gas - this is for backwards compatibility only and should not be used,0,unheated corridor,9,2.4,0,N,natural,England and Wales: 2003-2006,,
56,59,House,Mid-Terrace,50,51,355,347,4.6,59.3,4.6,70,35,582,590,79,79,78.234,Single,Y,NO DATA!,,,2104,100,"double glazing, unknown install date",Normal,0,4,4,0,1,From main system,Good,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Poor,Poor,No low energy lighting,Very Poor,Very Poor,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.8,0,N,natural,England and Wales: 1900-1929,,
34,72,House,Mid-Terrace,27,63,500,204,11,88,4.7,115,74,2144,1087,148,78,129,Single,Y,NODATA!,,,2102,100,double glazing installed before 2002,Normal,2,4,4,44,0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Cavity wall, as built, no insulation (assumed)",Very Poor,Very Poor,"Room heaters, mains gas",N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, no room thermostat",Very Poor,Very Poor,Low energy lighting in 44% of fixed outlets,Average,Average,mains gas (not community),0,NO DATA!,,2.84,,N,natural,England and Wales: before 1900,,
60,72,House,Semi-Detached,56,68,281,205,4.2,49,3.1,57,57,850,850,115,77,86,Single,Y,NODATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,5,5,100,0,From main system,Good,Good,"Solid, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,"Room heaters, electric",N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.4,,N,natural,England and Wales: 1950-1966,,
41,46,House,Mid-Terrace,45,47,430,403,5.1,70,4.8,36,36,657,674,372,272,72.92,Single,Y,NO DATA!,,,2602,0,single glazing,Normal,0,4,4,100,0,"Electric immersion, standard tariff",Very Poor,Poor,"Solid, no insulation (assumed)",N/A,N/A,Single glazed,Very Poor,Very Poor,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,None,N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Room heaters, mains gas",Average,Average,Appliance thermostats,Good,Good,Low energy lighting in all fixed outlets,Very Good,Very Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.73,0,N,natural,England and Wales: 1900-1929,,
54,72,Bungalow,Semi-Detached,47,68,410,242,4.5,69,2.7,52,35,617,424,208,109,65.84,Single,Y,NO DATA!,,,2103,100,"double glazing, unknown install date",Normal,0,3,3,50,0,"From main system, no cylinder thermostat",Poor,Average,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,None,N/A,N/A,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Average,Good,Room thermostat only,Poor,Poor,Low energy lighting in 50% of fixed outlets,Good,Good,mains gas - this is for backwards compatibility only and should not be used,0,NO DATA!,,2.5,0,N,natural,England and Wales: 1930-1949,,
64,70,House,Semi-Detached,61,68,217,180,4.2,42,3.4,84,49,652,571,98,87,92.14,Single,Y,NODATA!,,,2104,100,"double glazing, unknown install date",Normal,2,6,6,27,0,From main system,Good,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,None,N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 27% of fixed outlets,Average,Average,mains gas (not community),0,NO DATA!,,2.26,0,,natural,England and Wales: 1967-1975,11,3
71,82,House,Mid-Terrace,68,79,204,130,3.2,36,2.1,68,68,567,567,116,78,88,Single,Y,NODATA!,,,2106,100,double glazing installed during or after 2002,Normal,0,4,4,82,0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Good,Good,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, 250 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 82% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.4,,N,natural,England and Wales: 1930-1949,,
56,63,House,Mid-Terrace,50,57,258,216,7.3,50,6.1,85,64,1212,1035,105,93,146.96,Single,Y,NODATA!,,,2107,100,"double glazing, unknown install date",Normal,1,6,6,67,0,From main system,Good,Good,"Suspended, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Solid brick, as built, no insulation (assumed)",Very Poor,Very Poor,None,N/A,N/A,"Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,"Programmer, TRVs and bypass",Average,Average,Low energy lighting in 67% of fixed outlets,Good,Good,mains gas (not community),0,NO DATA!,,2.9,0,,natural,England and Wales: 1900-1929,15,10
67,83,House,Semi-Detached,63,80,242,127,3.4,43,1.8,70,54,599,528,134,84,80,Single,Y,NODATA!,,,2104,100,"double glazing, unknown install date",Normal,0,5,5,70,0,From main system,Good,Good,"Suspended, no insulation (assumed)",NO DATA!,N/A,Fully double glazed,Average,Average,"Cavity wall, filled cavity",Good,Good,"Room heaters, mains gas",N/A,N/A,"Pitched, 150 mm loft insulation",Good,Good,"Boiler and radiators, mains gas",Good,Good,Programmer and room thermostat,Average,Average,Low energy lighting in 70% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.5,,N,natural,England and Wales: 1930-1949,,
75,76,Flat,NO DATA!,78,79,163,157,1.5,31,1.5,44,29,274,277,70,70,49.58,Single,Y,1st,Y,,2106,100,double glazing installed before 2002,Normal,0,2,2,50,0,From main system,Good,Good,(other premises below),N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, as built, insulated (assumed)",Good,Good,None,N/A,N/A,"Pitched, 300+ mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 50% of fixed outlets,Good,Good,mains gas (not community),0,no corridor,,2.4,0,,natural,England and Wales: 1991-1995,4,2
79,82,Flat,Detached,74,75,228,223,1.9,34,1.9,34,34,153,133,151,122,56.498,dual,N,15th,N,17,2401,100,double glazing installed during or after 2002,Normal,0,3,3,100,0,"Electric immersion, off-peak",Poor,Poor,(other premises below),N/A,N/A,Fully double glazed,Good,Good,"System built, with external insulation",Good,Good,"Room heaters, electric",N/A,N/A,(another dwelling above),N/A,N/A,Electric storage heaters,Poor,Very Poor,Manual charge control,Poor,Poor,Low energy lighting in all fixed outlets,Very Good,Very Good,electricity - this is for backwards compatibility only and should not be used,0,no corridor,,2.32,0,N,natural,England and Wales: 1967-1975,,
80,81,House,Mid-Terrace,73,74,200,196,2.7,30,2.6,72,48,147,152,129,129,88.76,dual,,1st,N,3,2402,100,double glazing installed during or after 2002,Normal,0,3,3,50,0,"Electric immersion, off-peak",Average,Poor,"To unheated space, insulated (assumed)",N/A,N/A,Fully double glazed,Good,Good,"Cavity wall, as built, insulated (assumed)",Good,Good,None,N/A,N/A,(another dwelling above),N/A,N/A,Electric storage heaters,Poor,Very Poor,Automatic charge control,Average,Average,Low energy lighting in 50% of fixed outlets,Good,Good,electricity - this is for backwards compatibility only and should not be used,0,heated corridor,,2.3,0,N,natural,England and Wales: 2007 onwards,,
72,74,House,Mid-Terrace,73,76,172,157,2.3,33,2.1,44,44,382,349,82,82,68.6,Single,Y,NODATA!,,,2106,100,double glazing installed before 2002,Normal,0,5,5,80,0,From main system,Good,Good,"Solid, no insulation (assumed)",N/A,N/A,Fully double glazed,Average,Average,"Cavity wall, as built, partial insulation (assumed)",Average,Average,None,N/A,N/A,"Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,"Programmer, room thermostat and TRVs",Good,Good,Low energy lighting in 80% of fixed outlets,Very Good,Very Good,mains gas (not community),0,NO DATA!,,2.4,0,,natural,England and Wales: 1976-1982,5,4
